bin_id,marker_lineage,ml_uid,completeness,contamination,strain_het,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",aa_percent,translation_table,red_value,warnings
CarAnox_mtb2-1305,k__Bacteria,(UID2982),94.59,2.06,0.0,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,Placement,taxonomic novelty determined using RED,,89.33,11.0,0.678679998284,
CarAnox_mtb2-121,k__Bacteria,(UID2565),94.56,1.08,0.0,d__Bacteria;p__Omnitrophota;c__Omnitrophia;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,88.1,11.0,0.496980314112,
CarAnox_mtb2-3,k__Bacteria,(UID1452),94.55,2.73,0.0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__,Placement,taxonomic classification fully defined by topology,,86.67,11.0,0.8521698830869999,
CarAnox_mtb2-1116,c__Deltaproteobacteria,(UID3216),94.52,3.87,0.0,d__Bacteria;p__Myxococcota;c__Bradimonadia;o__UBA7976;f__UBA1532;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__Bradimonadia;o__UBA7976;f__UBA1532;g__;s__,Placement,taxonomic novelty determined using RED,,95.69,11.0,0.752366049156,
CarAnox_mtb2-244,k__Bacteria,(UID2495),94.51,0.0,0.0,d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinivibrionaceae;g__;s__,,,,,,,,,,d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,95.36,11.0,0.7092612911130001,
CarAnox_mtb2-1274,k__Bacteria,(UID2495),94.51,2.2,0.0,d__Bacteria;p__Gemmatimonadota;c__;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,90.58,11.0,0.330419273519,
CarAnox_mtb2-971,k__Bacteria,(UID2565),94.32,1.14,0.0,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,86.57,11.0,0.484218963824,
CarAnox_mtb2-1155,k__Bacteria,(UID2565),94.32,1.14,0.0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__;s__,Placement,taxonomic novelty determined using RED,,88.53,11.0,0.806652266473,
CarAnox_mtb2-1389,k__Bacteria,(UID2495),94.28,1.12,0.0,d__Bacteria;p__UBP17;c__UBA6191;o__UBA6191;f__UBA6191;g__;s__,,,,,,,,,,d__Bacteria;p__UBP17;c__UBA6191;o__UBA6191;f__UBA6191;g__;s__,Placement,taxonomic novelty determined using RED,,92.54,11.0,0.771504530855,
CarAnox_mtb2-946,c__Deltaproteobacteria,(UID3216),94.27,3.23,0.0,d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;o__XYA12-FULL-58-9;f__XYA12-FULL-58-9;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,91.79,11.0,0.710429270294,
CarAnox_mtb2-1526,k__Bacteria,(UID2982),94.26,4.08,0.0,d__Bacteria;p__UBP3;c__UBA1439;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__UBP3;c__UBA1439;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,90.16,11.0,0.47100103313,
CarAnox_mtb2-804,c__Deltaproteobacteria,(UID3216),94.12,0.65,0.0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__C00003060;g__;s__,,,,,,GCA_001751085.1,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__C00003060;g__C00003060;s__C00003060 sp001751085,78.13,0.29,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__;g__;s__,Placement,taxonomic novelty determined using RED,,92.26,11.0,0.827932404699,
CarAnox_mtb2-1506,k__Bacteria,(UID2565),94.09,3.23,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,85.34,11.0,0.518415271477,
CarAnox_mtb2-1504,k__Bacteria,(UID2565),94.09,1.14,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA10183;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,87.36,11.0,0.556876675091,
CarAnox_mtb2-106,k__Bacteria,(UID2565),94.09,1.08,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,85.02,11.0,0.509489196387,
CarAnox_mtb2-1042,k__Bacteria,(UID2565),94.09,1.08,0.0,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__GCA-2746235;s__,,,,,,GCA_002746235.1,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__GCA-2746235;s__GCA-2746235 sp002746235,76.87,0.08,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__;s__,Placement,taxonomic novelty determined using RED,,88.35,11.0,0.9287482413789999,
CarAnox_mtb2-1570,k__Bacteria,(UID2565),94.02,1.08,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA6215;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,87.4,11.0,0.608818486069,
CarAnox_mtb2-697,k__Bacteria,(UID2565),94.01,1.14,100.0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,,,,,,GCA_003485185.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__UBA12270;s__UBA12270 sp003485185,77.2,0.26,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,Placement,taxonomic novelty determined using RED,,87.8,11.0,0.84269291257,
CarAnox_mtb2-1679,k__Bacteria,(UID3187),93.96,4.61,0.0,d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__UBA8687;s__,,,,,,,,,,d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__;s__,Placement,taxonomic novelty determined using RED,,92.9,11.0,0.9239810843780001,Genome has more than 10.0% of markers with multiple hits
CarAnox_mtb2-1593,k__Bacteria,(UID2495),93.89,1.1,0.0,d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__;s__,,,,,,,,,,d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__;s__,Placement,taxonomic novelty determined using RED,,87.66,11.0,0.801424956991,
CarAnox_mtb2-1109,k__Bacteria,(UID2495),93.89,0.0,0.0,d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__AABM5-125-24;f__AABM5-125-24;g__;s__,,,,,,,,,,d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,91.83,11.0,0.7604188903110001,
CarAnox_mtb2-1146,c__Gammaproteobacteria,(UID4444),93.73,0.95,66.67,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas aquamarina,GCF_900110265.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas aquamarina,97.57,0.86,GCF_900110265.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas aquamarina,97.57,0.86,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_002087295.1, s__Halomonas lionensis, 95.0, 94.67, 0.77; GCA_002696125.1, s__Halomonas sp002696125, 95.0, 86.75, 0.64; GCF_002442575.1, s__Halomonas hydrothermalis, 95.73, 83.86, 0.69; GCF_000275725.1, s__Halomonas stevensii, 95.73, 83.52, 0.66; GCF_002966495.1, s__Halomonas sp002966495, 95.0, 81.04, 0.57; GCF_002082565.1, s__Halomonas sp002082565, 95.0, 80.61, 0.53; GCF_000696485.1, s__Halomonas campaniensis_B, 95.0, 80.51, 0.52; GCF_000734975.2, s__Halomonas sp000734975, 95.0, 80.5, 0.58; GCF_000219565.1, s__Halomonas sp000219565, 95.0, 80.47, 0.52; GCF_000336575.1, s__Halomonas titanicae, 95.0, 80.37, 0.56; GCF_000712975.1, s__Halomonas alkaliantarctica, 95.0, 80.37, 0.52; GCA_001507855.1, s__Halomonas sp001507855, 95.0, 80.3, 0.52; GCA_002366715.1, s__Halomonas sp002366715, 95.0, 80.3, 0.5; GCA_002364315.1, s__Halomonas sp002364315, 95.0, 80.26, 0.53; GCF_002211105.1, s__Halomonas campaniensis_A, 95.0, 80.23, 0.55; GCF_002257525.1, s__Halomonas ventosae_B, 95.0, 80.23, 0.57; GCF_000235725.1, s__Halomonas sp000235725, 95.0, 80.1, 0.53; GCF_003002925.1, s__Halomonas songnenensis, 95.0, 80.09, 0.48; GCF_003031405.1, s__Halomonas sp003031405, 95.0, 80.06, 0.54; GCA_003298795.1, s__Halomonas sulfidaeris, 95.0, 80.01, 0.5; GCF_002374315.1, s__Halomonas nigrificans, 95.0, 80.01, 0.52; GCF_900111305.1, s__Halomonas subterranea, 95.0, 79.92, 0.44; GCF_001882345.1, s__Halomonas sp001882345, 95.0, 79.9, 0.53; GCF_001651035.1, s__Halomonas sp001651035, 95.0, 79.85, 0.53; GCA_002715145.1, s__Halomonas sp002715145, 95.0, 79.82, 0.54; GCF_000377665.1, s__Halomonas zhanjiangensis, 95.0, 79.78, 0.45; GCF_000236035.1, s__Halomonas boliviensis, 95.0, 79.76, 0.52; GCF_000686925.1, s__Halomonas sp000686925, 95.0, 79.65, 0.47; GCF_002119345.1, s__Halomonas sp002119345, 95.0, 79.61, 0.46; GCF_900163645.1, s__Halomonas sp900163645, 95.0, 79.57, 0.4; GCF_900086985.1, s__Halomonas sp900086985, 95.0, 79.51, 0.41; GCF_900103865.1, s__Halomonas arcis, 95.0, 79.18, 0.42; GCF_002332255.1, s__Halomonas sp002332255, 95.0, 79.13, 0.37; GCF_900155385.1, s__Halomonas sp900155385, 95.0, 79.1, 0.35; GCF_000425725.1, s__Halomonas halocynthiae, 95.0, 78.74, 0.11; GCF_002813215.1, s__Halomonas sp002813215, 95.0, 78.59, 0.31; GCF_003182195.1, s__Halomonas sp003182195, 95.0, 78.31, 0.28; GCF_900142895.1, s__Halomonas subglaciescola, 95.0, 78.31, 0.28; GCF_900104135.1, s__Halomonas shengliensis, 95.0, 78.14, 0.26; GCF_002879645.1, s__Halomonas heilongjiangensis, 95.0, 78.12, 0.25; GCF_000620045.1, s__Halomonas halodenitrificans, 95.0, 78.12, 0.19; GCF_003045775.1, s__Halomonas sp003045775, 95.0, 78.01, 0.22; GCF_003056305.1, s__Halomonas denitrificans, 95.0, 77.97, 0.25; GCF_003028575.1, s__Halomonas urumqiensis, 95.0, 77.95, 0.25; GCF_003254665.1, s__Halomonas sp003254665, 95.0, 77.95, 0.24; GCF_001886615.1, s__Halomonas aestuarii, 95.0, 77.94, 0.23; GCF_003202205.1, s__Halomonas sp003202205, 95.0, 77.94, 0.26; GCF_000265245.1, s__Halomonas smyrnensis, 95.0, 77.93, 0.23; GCF_003002995.1, s__Halomonas ventosae_A, 95.0, 77.92, 0.25; GCF_000196875.2, s__Halomonas elongata, 95.0, 77.87, 0.19; GCF_003030865.2, s__Halomonas sp003030865, 95.0, 77.86, 0.24; GCF_900108215.1, s__Halomonas daqingensis, 95.0, 77.83, 0.27; GCF_900116405.1, s__Halomonas saccharevitans, 95.0, 77.79, 0.25; GCF_001545155.1, s__Halomonas chromatireducens, 95.0, 77.75, 0.22; GCF_000334215.1, s__Halomonas jeotgali, 95.0, 77.74, 0.23; GCF_002879615.1, s__Halomonas endophytica, 95.0, 77.73, 0.19; GCF_900109725.1, s__Halomonas daqiaonensis, 95.0, 77.71, 0.21; GCF_002549795.1, s__Halomonas beimenensis, 95.0, 77.7, 0.23; GCF_000246875.1, s__Halomonas sp000246875, 95.0, 77.68, 0.25; GCF_001662305.1, s__Halomonas caseinilytica, 95.0, 77.66, 0.17; GCF_900142755.1, s__Halomonas cupida, 95.0, 77.66, 0.16; GCF_900100195.1, s__Halomonas gudaonensis, 95.0, 77.64, 0.24; GCF_002930105.1, s__Halomonas saliphila, 95.0, 77.62, 0.22; GCF_000821105.2, s__Halomonas salina_A, 95.0, 77.61, 0.23; GCF_001431725.1, s__Halomonas huangheensis, 95.0, 77.61, 0.17; GCF_900116705.1, s__Halomonas korlensis, 95.0, 77.54, 0.2; GCA_002433675.1, s__Halomonas salina_B, 95.0, 77.46, 0.16",92.42,11.0,,
CarAnox_mtb2-937,k__Bacteria,(UID1452),93.73,0.0,0.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SZUA-161;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,86.83,11.0,0.598787387282,
CarAnox_mtb2-1226,k__Bacteria,(UID1452),93.64,3.21,0.0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__;s__,,,,,,GCA_003513015.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__UBA11858;s__UBA11858 sp003513015,75.95,0.06,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,95.06,11.0,0.844906877176,
CarAnox_mtb2-608,c__Deltaproteobacteria,(UID3216),93.55,3.06,0.0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__HGW-15;g__;s__,,,,,,GCA_002840535.1,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__HGW-15;g__HGW-15;s__HGW-15 sp002840535,75.79,0.04,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,95.06,11.0,0.7281604120649999,
CarAnox_mtb2-27,k__Bacteria,(UID2565),93.55,1.61,50.0,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__NORP165;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__;s__,Placement,taxonomic novelty determined using RED,,89.72,11.0,0.946250541389,
CarAnox_mtb2-512,k__Bacteria,(UID1452),93.53,1.98,0.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SZUA-161;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,83.85,11.0,0.615001240357,
CarAnox_mtb2-1605,k__Bacteria,(UID3187),93.49,2.69,0.0,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__,Placement,taxonomic novelty determined using RED,,88.57,11.0,0.643191293749,
CarAnox_mtb2-336,c__Deltaproteobacteria,(UID3216),93.48,0.65,0.0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,92.22,11.0,0.7697365950049999,
CarAnox_mtb2-723,c__Deltaproteobacteria,(UID3216),93.47,1.94,0.0,d__Bacteria;p__Bdellovibrionota_B;c__YA12-FULL-61-11;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Bdellovibrionota_B;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,90.63,11.0,0.436645960433,
CarAnox_mtb2-490,k__Bacteria,(UID2495),93.41,0.0,0.0,d__Bacteria;p__Marinisomatota;c__;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Marinisomatota;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,87.36,11.0,0.440627465657,
CarAnox_mtb2-207,k__Bacteria,(UID2495),93.41,3.3,33.33,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__;s__,,,,,,,,,,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,77.3,11.0,0.7267545694059999,
CarAnox_mtb2-1419,k__Bacteria,(UID2495),93.41,0.0,0.0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__GCA-2689995;g__GCA-2689995;s__,,,,,,GCA_002689995.1,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__GCA-2689995;g__GCA-2689995;s__GCA-2689995 sp002689995,76.86,0.31,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__;g__;s__,Placement,taxonomic novelty determined using RED,,91.71,11.0,0.895521873189,
CarAnox_mtb2-809,k__Bacteria,(UID2495),93.34,0.0,0.0,d__Bacteria;p__Latescibacterota;c__;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Latescibacterota;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,91.13,11.0,0.422188509177,
CarAnox_mtb2-1384,k__Bacteria,(UID2495),93.34,0.0,0.0,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__;s__,,,,,,,,,,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__;s__,Placement,taxonomic novelty determined using RED,,93.19,11.0,0.792842242049,
CarAnox_mtb2-662,k__Bacteria,(UID3187),93.28,1.68,0.0,d__Bacteria;p__UBA10199;c__UBA10199;o__2-02-FULL-44-16;f__;g__;s__,,,,,,,,,,d__Bacteria;p__UBA10199;c__UBA10199;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,93.23,11.0,0.64101379393,
CarAnox_mtb2-1290,k__Bacteria,(UID3187),93.28,3.36,25.0,d__Bacteria;p__UBA10199;c__UBA10199;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__UBA10199;c__UBA10199;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,96.27,11.0,0.562062246953,
CarAnox_mtb2-862,k__Bacteria,(UID2565),93.18,2.27,0.0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,,,,,,GCA_003485185.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__UBA12270;s__UBA12270 sp003485185,76.38,0.14,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,Placement,taxonomic novelty determined using RED,,85.1,11.0,0.84127858482,
CarAnox_mtb2-259,k__Bacteria,(UID2565),93.18,3.98,0.0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,Placement,taxonomic classification fully defined by topology,,85.69,11.0,0.794467408204,
CarAnox_mtb2-974,k__Archaea,(UID2),93.15,0.93,0.0,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__;g__;s__,,,,,,,,,,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,87.67,11.0,0.609563585421,
CarAnox_mtb2-420,p__Euryarchaeota,(UID49),93.14,0.33,0.0,d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__;g__;s__,,,,,,,,,,d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,93.95,11.0,0.9361059597239999,
CarAnox_mtb2-1531,k__Bacteria,(UID2565),93.11,2.84,0.0,d__Bacteria;p__Planctomycetota;c__UBA1135;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,88.93,11.0,0.458747122245,
CarAnox_mtb2-1016,k__Bacteria,(UID2565),93.11,2.27,0.0,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,87.44,11.0,0.410470376269,
CarAnox_mtb2-1183,c__Deltaproteobacteria,(UID3216),93.1,4.35,0.0,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA9615;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__UBA796;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,91.81,11.0,0.5846148091610001,
CarAnox_mtb2-933,c__Deltaproteobacteria,(UID3216),93.1,5.0,11.11,d__Bacteria;p__Desulfobacterota;c__JdFR-97;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,91.98,11.0,0.499906742147,
CarAnox_mtb2-1149,c__Deltaproteobacteria,(UID3216),93.1,2.9,0.0,d__Bacteria;p__Desulfobacterota;c__JdFR-97;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,92.48,11.0,0.499226948539,
CarAnox_mtb2-268,k__Bacteria,(UID2565),93.05,2.27,0.0,d__Bacteria;p__Planctomycetota;c__UBA1135;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,89.74,11.0,0.460173410867,
CarAnox_mtb2-38,k__Bacteria,(UID2565),93.01,1.08,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA10183;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,84.74,11.0,0.563206459213,
CarAnox_mtb2-341,k__Bacteria,(UID2565),93.01,3.81,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,85.32,11.0,0.512158182787,
CarAnox_mtb2-1421,k__Bacteria,(UID2565),93.01,1.08,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA10183;f__UBA10183;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,85.4,11.0,0.7624104904510001,
CarAnox_mtb2-748,k__Archaea,(UID2),92.99,0.0,0.0,d__Archaea;p__UAP2;c__UBA543;o__UBA543;f__UBA543;g__;s__,,,,,,,,,,d__Archaea;p__UAP2;c__UBA543;o__UBA543;f__;g__;s__,Placement,taxonomic novelty determined using RED,,86.32,11.0,0.6485451314630001,
CarAnox_mtb2-1447,c__Gammaproteobacteria,(UID4443),92.96,0.31,0.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__,,,,,,GCA_002723195.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002723195,76.59,0.12,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__,Placement,taxonomic classification fully defined by topology,"GCA_002377605.1, s__UBA9145 sp002377605, 95.0, 77.73, 0.3; GCA_002457215.1, s__UBA9145 sp002457215, 95.0, 76.77, 0.14; GCA_002730035.1, s__UBA9145 sp002730035, 95.0, 76.45, 0.11; GCA_003451715.1, s__UBA9145 sp003451715, 95.0, 76.35, 0.09; GCA_002694855.1, s__UBA9145 sp002694855, 95.0, 76.35, 0.09; GCA_002477465.1, s__UBA9145 sp002477465, 95.0, 76.17, 0.08; GCA_002402175.1, s__UBA9145 sp002402175, 95.0, 76.06, 0.05; GCA_002684935.1, s__UBA9145 sp002684935, 95.0, 76.03, 0.06; GCA_002401885.1, s__UBA9145 sp002401885, 95.0, 75.82, 0.05; GCA_002731775.1, s__UBA9145 sp002731775, 95.0, 75.8, 0.07; GCA_002726595.1, s__UBA9145 sp002726595, 95.0, 75.64, 0.06",92.72,11.0,0.9541151506919999,
CarAnox_mtb2-755,k__Bacteria,(UID2565),92.95,1.08,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA10183;f__UBA10183;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,81.57,11.0,0.760248982419,
CarAnox_mtb2-573,k__Bacteria,(UID2565),92.95,0.0,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__1-14-0-20-64-10;f__1-14-0-20-64-10;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,87.22,11.0,0.729361738423,
CarAnox_mtb2-954,k__Bacteria,(UID2982),92.91,3.41,0.0,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,,,,,,GCA_002428045.1,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__UBA8416;g__UBA8416;s__UBA8416 sp002428045,75.43,0.04,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,Placement,taxonomic novelty determined using RED,,87.64,11.0,0.670089694524,
CarAnox_mtb2-1534,k__Bacteria,(UID3187),92.8,1.88,50.0,d__Bacteria;p__Bdellovibrionota_B;c__;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Bdellovibrionota_B;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,92.18,11.0,0.417608241054,
